"","hashtags","n"
"2496","crematoriums",1
"2497","crenshaw",1
"2498","crimeagainstnature",1
"2499","crimeminister",1
"2500","crisis",1
"2501","crisiscommons",1
"2502","crisiscommunications",1
"2503","crisiswhatchrisis",1
"2504","criteria",1
"2505","criticalcare",1
"2506","croatia",1
"2507","cronoavirus",1
"2508","crowdsourcing",1
"2509","crspcast",1
"2510","crude",1
"2511","cruiselines",1
"2512","cruises",1
"2513","cryptocurrencies",1
"2514","cryptonaires",1
"2515","csa",1
"2516","csl",1
"2517","csulbsoc",1
"2518","csun",1
"2519","ctv",1
"2520","cuba",1
"2521","cuba🇨🇺",1
"2522","cuban",1
"2523","cult",1
"2524","cult45",1
"2525","cumartesi",1
"2526","cuomoforpresident",1
"2527","cuomoprimetime",1
"2528","currentaffairs",1
"2529","customfootballflags",1
"2530","cv19",1
"2531","cvoid19",1
"2532","cybercrime",1
"2533","cytokinestorm",1
"2534","czarpence",1
"2535","da5bloods",1
"2536","dadjokes",1
"2537","daegu",1
"2538","daigou",1
"2539","dailycaller",1
"2540","dailymail",1
"2541","dailynews",1
"2542","dailyoverview",1
"2543","damnthatwasracist",1
"2544","dan",1
"2545","danielcraig",1
"2546","danieldaekim",1
"2547","dantes",1
"2548","datascience",1
"2549","daviddorn",1
"2550","davisenterprise",1
"2551","daybreakasia",1
"2552","daytrading",1
"2553","dcep",1
"2554","dcexclusives",1
"2555","dcexclusivesblurb",1
"2556","dcexclusivesvideo",1
"2557","ddg59",1
"2558","deadlier",1
"2559","dealofthecentury",1
"2560","deankoontzs",1
"2561","deargod",1
"2562","dearmrpresident",1
"2563","deathcamps",1
"2564","deathrespectsnoborder",1
"2565","deepfakes",1
"2566","deeppharmacy",1
"2567","deepshit",1
"2568","defcon",1
"2569","defenseproductionact",1
"2570","defenseproductionactnow",1
"2571","defundwho",1
"2572","deliberate",1
"2573","deliveryriders",1
"2574","deltaairlines",1
"2575","demacraticdeathtoll",1
"2576","demcastca",1
"2577","dementiadonald",1
"2578","demexit",1
"2579","democratchinacollusion",1
"2580","democratdumbass",1
"2581","democratesareevil",1
"2582","democraticparty",1
"2583","democratparty",1
"2584","democratsarekillingamericans",1
"2585","democratsfortrump",1
"2586","democratsliepeopledie",1
"2587","democratstheenemywithin",1
"2588","democrooks",1
"2589","demonrats",1
"2590","dems",1
"2591","demwits",1
"2592","dengue",1
"2593","denies",1
"2594","denmark",1
"2595","denmark’s",1
"2596","dennisquaid",1
"2597","dentistry",1
"2598","deplorable",1
"2599","deplorables",1
"2600","derangeddonald",1
"2601","derbyshirepolice",1
"2602","derelictionofduty",1
"2603","dershowitzlogic",1
"2604","desertlocust",1
"2605","desilockdown",1
"2606","desperatetimes",1
"2607","devinnunes",1
"2608","dhaka",1
"2609","dhs",1
"2610","diabetes",1
"2611","diálogosocial",1
"2612","diaperdon",1
"2613","diasporalaw",1
"2614","dicklessrapist",1
"2615","digichina",1
"2616","digitalsign",1
"2617","dinewithchinatown",1
"2618","diplomacy",1
"2619","disabilityinthenews",1
"2620","discovery",1
"2621","discriminatory",1
"2622","diseasex",1
"2623","disgusting",1
"2624","disiplincegahgelombangke2",1
"2625","disneyland",1
"2626","disneyplus",1
"2627","disneys",1
"2628","dispensationofrepentance",1
"2629","distilnfo",1
"2630","dj",1
"2631","djia",1
"2632","dmvnetwork",1
"2633","dncmafia",1
"2634","dnd",1
"2635","dnvglhealthcare",1
"2636","dobbs",1
"2637","doc2cloud",1
"2638","doctors",1
"2639","documentary",1
"2640","documentation",1
"2641","dog",1
"2642","dogmeattrade",1
"2643","dogs",1
"2644","dohjoe",1
"2645","doingmypartco",1
"2646","dome",1
"2647","domesticviolence",1
"2648","donald",1
"2649","donaldtrumpisawarcriminal",1
"2650","donaldtrumpjr",1
"2651","donations",1
"2652","doneplayingalong",1
"2653","dongout",1
"2654","donoteasesanctions",1
"2655","donotenterourland",1
"2656","donothingdemocrats",1
"2657","dontberacist",1
"2658","dontbuychinese",1
"2659","dontbuythesun",1
"2660","dontelectdem",1
"2661","dontgo",1
"2662","donthecon",1
"2663","donttrustchina",1
"2664","donttrustthebastards",1
"2665","doomed",1
"2666","doomsday",1
"2667","dotardtrump",1
"2668","douchebag",1
"2669","dow117",1
"2670","dow134",1
"2671","dow353pts",1
"2672","dow455pts",1
"2673","dowjones",1
"2674","dpcdsb’s",1
"2675","dr",1
"2676","dragonboatfestival",1
"2677","dragqueenstoryhour",1
"2678","drainthedeepstate",1
"2679","dramatic",1
"2680","drdrew",1
"2681","dritydnctricksdonedirtcheap",1
"2682","dropdeadvirus",1
"2683","drr",1
"2684","drvirusten",1
"2685","dryeye",1
"2686","ds",1
"2687","dsiglobal",1
"2688","dtm58",1
"2689","dualcitizens",1
"2690","dufus",1
"2691","dumbasses",1
"2692","dumbfuck",1
"2693","dumm",1
"2694","dump",1
"2695","dumptheworthlessleftistmedia",1
"2696","dupont",1
"2697","durhamiscoming",1
"2698","dustinnemos",1
"2699","dutyofcare",1
"2700","dwmcares",1
"2701","dyk",1
"2702","dynamics",1
"2703","dystopian",1
"2704","e",1
"2705","earthday",1
"2706","earworm",1
"2707","earwormwednesday",1
"2708","eastasian",1
"2709","easter",1
"2710","eastereggroll",1
"2711","eastermonday",1
"2712","eastersunday",1
"2713","eating",1
"2714","ebay",1
"2715","ebp",1
"2716","ecommerce",1
"2717","econbeat",1
"2718","economicdiplomacy",1
"2719","economicimpact",1
"2720","economicwarfare",1
"2721","economists",1
"2722","edithkwong",1
"2723","edtechsr",1
"2724","educateyourself",1
"2725","eem",1
"2726","eerie",1
"2727","efficacy",1
"2728","eia",1
"2729","eightysix",1
"2730","ejuf",1
"2731","elal",1
"2732","election",1
"2733","elections",1
"2734","electricity",1
"2735","electrification",1
"2736","electromagneticfield",1
"2737","electronic",1
"2738","electronics",1
"2739","elissastrome",1
"2740","eliteasim",1
"2741","elizabethwarren",1
"2742","embargo",1
"2743","emergencyfund",1
"2744","emergingmarkets",1
"2745","emily",1
"2746","emissions",1
"2747","emolumentsclause",1
"2748","emotet",1
"2749","emotionalplea",1
"2750","employmentlaw",1
"2751","en",1
"2752","endangered",1
"2753","endangeredspecies",1
"2754","endfreetrade",1
"2755","endisnear",1
"2756","endpandemics",1
"2757","endthefed",1
"2758","endthelockdown",1
"2759","endthepanicdemic",1
"2760","energystorage",1
"2761","engineeringcontrol",1
"2762","engineersproblems",1
"2763","enm",1
"2764","enmne",1
"2765","enmnews",1
"2766","enmnewshea",1
"2767","enmnewsheal",1
"2768","enmnewshealt",1
"2769","enmnewsnew",1
"2770","enmnewspolitics",1
"2771","enough",1
"2772","enoughsaid",1
"2773","enquirer",1
"2774","enterthedragon",1
"2775","epa’s",1
"2776","epi",1
"2777","epicfail",1
"2778","epicurves",1
"2779","epidemiological",1
"2780","epidemiologists",1
"2781","epit",1
"2782","epitwi",1
"2783","epochtimes",1
"2784","epstein",1
"2785","epsteindidnotkillhimself",1
"2786","ericsson",1
"2787","eries",1
"2788","eritrea",1
"2789","espionage",1
"2790","etag2020",1
"2791","eth",1
"2792","ethereum",1
"2793","ethiopian",1
"2794","euchina",1
"2795","eucivpro",1
"2796","europe’s",1
"2797","europenews",1
"2798","europetrumpchina",1
"2799","euthanasia",1
"2800","eutrade",1
"2801","evacuate",1
"2802","evacuateugandansinwuhan",1
"2803","evacuees",1
"2804","eventprofs",1
"2805","everydaygrace",1
"2806","everythingcomesfromchina",1
"2807","everythingwillbealright",1
"2808","evil",1
"2809","evilcommunistchina",1
"2810","evilhasaface",1
"2811","excel",1
"2812","excellenceer",1
"2813","executiveorder",1
"2814","exim’s",1
"2815","exitchinanow",1
"2816","expat",1
"2817","expelchinafromusmedia",1
"2818","expertgruberlibs",1
"2819","explained",1
"2820","exposeabc",1
"2821","exxonmobile",1
"2822","eyecare",1
"2823","eyesofdarkness",1
"2824","f1chinesegp",1
"2825","faa",1
"2826","face",1
"2827","facebookstops",1
"2828","facemask",1
"2829","facemasks",1
"2830","facialrecognition",1
"2831","facilitymanagement",1
"2832","fact",1
"2833","factcheck",1
"2834","factdemic",1
"2835","factsfirst",1
"2836","factsmatter👇no",1
"2837","factsoverfeelings",1
"2838","failedleadership",1
"2839","failsafe",1
"2840","failure",1
"2841","failureinchief",1
"2842","fairblog",1
"2843","fake",1
"2844","fakedisinfectantfacts",1
"2845","fakefox",1
"2846","fakemeat",1
"2847","fakenarrative",1
"2848","fakenews60minutes",1
"2849","fakenewsabc",1
"2850","fakenewsfredo",1
"2851","fakenewshack",1
"2852","fakenewsmediapropaganda",1
"2853","fakenewsnbc",1
"2854","fakenewsnyt",1
"2855","fakenewsstayhometostopthespread",1
"2856","fakenewsvirus",1
"2857","fakepanic",1
"2858","fakeplague💯😤",1
"2859","falsealarm",1
"2860","falsefears",1
"2861","falseflag",1
"2862","falsenarrative",1
"2863","falserumours",1
"2864","familiesfirst",1
"2865","fascism",1
"2866","fascist",1
"2867","fastcasual",1
"2868","fasteners",1
"2869","fasterthanmassie",1
"2870","fatboy",1
"2871","fatdemocraticmovies",1
"2872","fatigue",1
"2873","faucigatesboy",1
"2874","fauxahontas",1
"2875","fauximpeachment",1
"2876","fbn",1
"2877","fbrparty",1
"2878","fcc",1
"2879","fdas",1
"2880","fdt",1
"2881","fearmonger",1
"2882","featured",1
"2883","feb13th",1
"2884","feb18th",1
"2885","feb21st",1
"2886","feb24th",1
"2887","febreze",1
"2888","federal",1
"2889","federalist",1
"2890","fedexcares",1
"2891","fema",1
"2892","feminist",1
"2893","feministantibodies",1
"2894","fentanyl",1
"2895","fentanylnotbannedbydems",1
"2896","fiberoptics",1
"2897","fiddycent",1
"2898","fight",1
"2899","fightflu",1
"2900","fightforfreedom",1
"2901","fihproleague",1
"2902","fijitimes",1
"2903","filam",1
"2904","filipino",1
"2905","filipinos",1
"2906","financialfreedom",1
"2907","financialinsight",1
"2908","fingerscrossed",1
"2909","fintech",1
"2910","fintwit",1
"2911","firearms",1
"2912","firefabiola",1
"2913","firefaucibirx",1
"2914","firefaucinow",1
"2915","fireyourself",1
"2916","first",1
"2917","firstalert",1
"2918","firstamendment",1
"2919","firstlook",1
"2920","firstpost",1
"2921","firstup",1
"2922","fishtacos",1
"2923","fitch",1
"2924","fitfam",1
"2925","fixedit",1
"2926","fl13",1
"2927","flapol",1
"2928","flattenthecuve",1
"2929","flight",1
"2930","flightstochina",1
"2931","flighttosafety",1
"2932","flippinoutradio",1
"2933","floridanews",1
"2934","flpol",1
"2935","flu2020",1
"2936","flupanic",1
"2937","flushot",1
"2938","flushots",1
"2939","followthedata",1
"2940","followthemoney",1
"2941","foodforthought",1
"2942","foodoflove",1
"2943","foodsupply",1
"2944","foodsystem",1
"2945","football",1
"2946","footfreak",1
"2947","forcedorganharvesting",1
"2948","foreignpolicy",1
"2949","foreverhome",1
"2950","forexanalysis",1
"2951","forexsignals",1
"2952","formula1",1
"2953","formulae",1
"2954","fortune1000",1
"2955","forwantofanailakingdomwaslost",1
"2956","fosterssavelives",1
"2957","four",1
"2958","fourthturning",1
"2959","fox",1
"2960","fox10phoenix",1
"2961","fox5atl",1
"2962","fox5dc",1
"2963","foxandfriendsfirst",1
"2964","foxbots",1
"2965","foxconns",1
"2966","foxkills",1
"2967","foxnewsare",1
"2968","foxpox",1
"2969","frackchina",1
"2970","france24",1
"2971","francisboyle",1
"2972","frankfurt",1
"2973","fraud",1
"2974","fraudfauci",1
"2975","freakoutfauci’s",1
"2976","fredo",1
"2977","freechelseamanning",1
"2978","freechenqiushi",1
"2979","freedarylmorey",1
"2980","freedom",1
"2981","freedomofspeech",1
"2982","freedrones",1
"2983","freehongkong",1
"2984","freepress",1
"2985","freespeach",1
"2986","freespeech🇨🇳",1
"2987","freethemall",1
"2988","freight",1
"2989","french",1
"2990","fridaythe13th",1
"2991","friend",1
"2992","fromchina",1
"2993","fromthecenter",1
"2994","fromtheleft",1
"2995","fromtheright",1
"2996","frontline",1
"2997","frontlineheroes",1
"2998","frontpagestocks",1
"2999","fsu24",1
"3000","ft71",1
"3001","ftfy",1
"3002","fuck",1
"3003","fuckingjohnson",1
"3004","fucnn",1
"3005","fudanuniversity",1
"3006","fundthewho",1
"3007","funeralhomes",1
"3008","fusionmedstaff",1
"3009","future",1
"3010","futureofag",1
"3011","futures",1
"3012","futurestores",1
"3013","futurism",1
"3014","futuriststrategy",1
"3015","futurology",1
"3016","fvck1ng",1
"3017","fx",1
"3018","fxtrendsignals",1
"3019","fy21ndaa",1
"3020","fyp",1
"3021","g7",1
"3022","g7summit",1
"3023","g8m",1
"3024","gadgets",1
"3025","gains",1
"3026","galaxys20plus",1
"3027","gallery",1
"3028","galvnews",1
"3029","gameover",1
"3030","gamersriseup",1
"3031","gameshow",1
"3032","gamingnews",1
"3033","ganchina",1
"3034","garyshilling",1
"3035","gas",1
"3036","gaslighting",1
"3037","gatesforprison2020",1
"3038","gatesfoundation",1
"3039","gay",1
"3040","gayography",1
"3041","ge2019",1
"3042","geek",1
"3043","geely",1
"3044","gematria",1
"3045","generaliasia",1
"3046","genetic",1
"3047","geneva",1
"3048","genociderollout",1
"3049","gentedros",1
"3050","genuine🇨🇳🇺🇸loveforever",1
"3051","geofeeds",1
"3052","geopolitical",1
"3053","georgefloydmurder",1
"3054","geospatial",1
"3055","gepspring2020",1
"3056","geriatric",1
"3057","german",1
"3058","germanys",1
"3059","getagrip",1
"3060","getbacktowork",1
"3061","gethoopnews",1
"3062","getoverit",1
"3063","getppe",1
"3064","gettestedsf",1
"3065","getthefcukouttahere",1
"3066","getyourflushot",1
"3067","gfriendcrossroadstrailer",1
"3068","gilead",1
"3069","girl",1
"3070","girldad",1
"3071","gisaid",1
"3072","giuliani",1
"3073","giveessential",1
"3074","glasshalffull",1
"3075","globalaffairs",1
"3076","globalcarbonfeeanddividendpetition",1
"3077","globalcitizen",1
"3078","globaleuropebrief",1
"3079","globalism",1
"3080","globalistpigs",1
"3081","globalists",1
"3082","globalization",1
"3083","globalleadership",1
"3084","globalnews",1
"3085","globalnewsforhawaii",1
"3086","globalpandemic",1
"3087","globalresolutions",1
"3088","globalstudieskitschina",1
"3089","globaltranslations👇",1
"3090","glock",1
"3091","gma",1
"3092","gmat",1
"3093","gmn",1
"3094","gmrc",1
"3095","gnm",1
"3096","gobulldogs",1
"3097","godhelpus",1
"3098","godpleasehelpus",1
"3099","goelsewhere",1
"3100","gofigure",1
"3101","goldmoneyresearch",1
"3102","goldprice",1
"3103","goldstar",1
"3104","golf",1
"3105","gooddayaustin",1
"3106","goodneighbour",1
"3107","goodreasonstogetangry",1
"3108","goodvibenews",1
"3109","googlecrisisresponse",1
"3110","googlemap",1
"3111","gopcorruptionovercountry",1
"3112","gopgenocide",1
"3113","goplague",1
"3114","gopshouldastoppeditwhiletheycould",1
"3115","gopstate",1
"3116","gordonchang",1
"3117","got7",1
"3118","gov",1
"3119","govcuomo",1
"3120","govdontme",1
"3121","govnewsome",1
"3122","gpsinthenews",1
"3123","grabtheaxe",1
"3124","grains",1
"3125","grantreidproperties",1
"3126","greatawakening",1
"3127","greatdepression",1
"3128","greatwallofchina",1
"3129","greed",1
"3130","greenday",1
"3131","greenzombiefungus",1
"3132","greffex",1
"3133","gregkoukl",1
"3134","gregreese",1
"3135","gremwarfare",1
"3136","groan",1
"3137","grocery",1
"3138","gross",1
"3139","grossliberal",1
"3140","grounded",1
"3141","groundtruth",1
"3142","groundzero",1
"3143","grrominggangs",1
"3144","gruberlibs",1
"3145","gruberlyingliberals",1
"3146","gt",1
"3147","gta",1
"3148","gtfoh",1
"3149","gtnewstoday",1
"3150","guam",1
"3151","guardangeduties",1
"3152","guelphpolisci",1
"3153","guinnesworldrecords",1
"3154","guns",1
"3155","gunstonschool",1
"3156","guojing",1
"3157","gyms",1
"3158","h1b",1
"3159","h6l",1
"3160","hack",1
"3161","hackers",1
"3162","hacking",1
"3163","hadm5232",1
"3164","haikuthursday",1
"3165","halfabubbleoff",1
"3166","hamas",1
"3167","hamont",1
"3168","hamr",1
"3169","han",1
"3170","handwashing",1
"3171","hansamatrix",1
"3172","happ",1
"3173","happenedinplainsight",1
"3174","happening",1
"3175","happeningnowwmal",1
"3176","happy",1
"3177","harrypotter",1
"3178","harvard’s",1
"3179","harvardmedicalschool",1
"3180","harvardproud",1
"3181","harvardtrained",1
"3182","harvarduniversity",1
"3183","harwinton",1
"3184","has2020",1
"3185","hate",1
"3186","hatemongermsm",1
"3187","hateviolence",1
"3188","hawaii",1
"3189","hbo",1
"3190","hbs",1
"3191","hconres71",1
"3192","hcq",1
"3193","hcqworks",1
"3194","healthalert",1
"3195","healthandwellness",1
"3196","healthcareforall",1
"3197","healthcareheroes💗",1
"3198","healthcareindustry",1
"3199","healthcareproviders",1
"3200","healthcheck",1
"3201","healthfitnessillinoischinavirus",1
"3202","healthnews",1
"3203","healthright",1
"3204","healthsafety1st",1
"3205","healthyathome",1
"3206","heartbreaking",1
"3207","heartdisease",1
"3208","hearttoserve",1
"3209","hedgefunds",1
"3210","helenaal",1
"3211","hellno",1
"3212","helpjamesnow",1
"3213","helpme",1
"3214","helpthecitizens",1
"3215","henan",1
"3216","herbal",1
"3217","hereforyou",1
"3218","hermes",1
"3219","heronwealth",1
"3220","herowhistleblower",1
"3221","herpes",1
"3222","hesimmune",1
"3223","hewillnotdivideus",1
"3224","heynerd",1
"3225","heyswingers",1
"3226","hhrs",1
"3227","highcrime",1
"3228","highereducation”",1
"3229","hilarious",1
"3230","hilbertreligion",1
"3231","hillaryforprison",1
"3232","hillarysucks",1
"3233","hinews",1
"3234","hiphop",1
"3235","hiphopdadjokes",1
"3236","hislies",1
"3237","hispanics",1
"3238","hist117issues",1
"3239","hkdl",1
"3240","hkers",1
"3241","hkgov",1
"3242","hkpoliceterrorists",1
"3243","hnl",1
"3244","hofstraexperts",1
"3245","hogs",1
"3246","holdchinaccountable",1
"3247","holdoffchinaflights",1
"3248","holes",1
"3249","hollandamerica",1
"3250","hollyweird",1
"3251","holocaust2019",1
"3252","homeless",1
"3253","homerun",1
"3254","homesweethome",1
"3255","honda",1
"3256","honest",1
"3257","hongkongartsfestival",1
"3258","hongkongershow",1
"3259","hongkongs",1
"3260","honolulu",1
"3261","hopeful",1
"3262","hopefulmonday",1
"3263","horrible",1
"3264","horseshoebat",1
"3265","hospitalconstruction",1
"3266","hospitaldesign",1
"3267","hospitalityindustry",1
"3268","hotels",1
"3269","hotpot",1
"3270","hottakes",1
"3271","hotzone",1
"3272","housingisahumanright",1
"3273","how",1
"3274","howpartisan",1
"3275","hrtech",1
"3276","hrwhg",1
"3277","hsp",1
"3278","htmryerson",1
"3279","htownrush",1
"3280","huanggang",1
"3281","huangshi",1
"3282","huawei’s",1
"3283","hubeiprovince",1
"3284","huffpost",1
"3285","humanbots",1
"3286","humane",1
"3287","humanitarian",1
"3288","humanresource",1
"3289","humanrightswatch",1
"3290","humor",1
"3291","hustle",1
"3292","hydroxychloriquine",1
"3293","hyperchain",1
"3294","hypocrites",1
"3295","hysteria",1
"3296","ia90",1
"3297","iaem",1
"3298","iamcaribbean",1
"3299","ibm",1
"3300","icareforchinesepeople",1
"3301","icescr",1
"3302","idex",1
"3303","idiocy",1
"3304","idiot",1
"3305","idiots",1
"3306","idiottrump",1
"3307","idja",1
"3308","idlib",1
"3309","iemkatowice",1
"3310","ifa",1
"3311","ificouldspeaktodonaldtrump",1
"3312","iflytek",1
"3313","ifpc",1
"3314","iftrumpcouldhewouldfire",1
"3315","iftwitterendedtomorrow",1
"3316","iggymb5679",1
"3317","ignorance",1
"3318","igrindtv",1
"3319","iihf",1
"3320","ikea",1
"3321","il06",1
"3322","illeatwithyou",1
"3323","illegal",1
"3324","illegalaliens",1
"3325","illegitimatepresident",1
"3326","illness",1
"3327","imaginethat",1
"3328","imax",1
"3329","imbleachtrump",1
"3330","immarockhershit",1
"3331","immersive",1
"3332","immunitymuscles",1
"3333","impeachedpresidentdonaldtrump",1
"3334","impeachedpresidenttrump",1
"3335","impeachmentfailedtryscaringpeople",1
"3336","impeachmenthearing",1
"3337","impeachmenthoax",1
"3338","impeachmenttrial",1
"3339","impoor",1
"3340","impotus45",1
"3341","imprisoned",1
"3342","imscared",1
"3343","imsorry",1
"3344","inatravelwarningsos",1
"3345","inbitcoinwetrust",1
"3346","incidentcommandsystem",1
"3347","income",1
"3348","incompetence",1
"3349","incompetent",1
"3350","indemnification",1
"3351","𝐈𝐧𝐝𝐢𝐚",1
"3352","india’s",1
"3353","indian",1
"3354","indianera",1
"3355","indians",1
"3356","indiebrew",1
"3357","indoctrinated",1
"3358","indonesia🇮🇩citizens",1
"3359","industry",1
"3360","inepttrump",1
"3361","infalliblevictim",1
"3362","infection",1
"3363","infectiousdiseases",1
"3364","infects",1
"3365","infograph",1
"3366","infographic",1
"3367","infowar",1
"3368","ing",1
"3369","inhumanhumanrights",1
"3370","inidiplomasi",1
"3371","inittogether",1
"3372","inourtongues",1
"3373","inovio",1
"3374","insane",1
"3375","insanity",1
"3376","insanityruleslibsanddems",1
"3377","insidertrading",1
"3378","insidious",1
"3379","insight",1
"3380","insightstaiwan",1
"3381","inspiration",1
"3382","instagood",1
"3383","institutions",1
"3384","insurtech",1
"3385","intel",1
"3386","intell",1
"3387","intellectualdishonesty",1
"3388","intelligencecommunity",1
"3389","interactive",1
"3390","interestrates",1
"3391","intermission",1
"3392","intermodalasia2020",1
"3393","international",1
"3394","internationallaw",1
"3395","internationalnews",1
"3396","internationalstudents",1
"3397","internationaltravelnews",1
"3398","interview",1
"3399","intled",1
"3400","intlreg",1
"3401","intreltrd",1
"3402","invest",1
"3403","investigatewuhan",1
"3404","investigating",1
"3405","invisibleenemy",1
"3406","iowacaucas",1
"3407","iowacaucuses",1
"3408","ip",1
"3409","iphone12",1
"3410","iphoneonly",1
"3411","ipivictorhanson",1
"3412","ipo",1
"3413","iqi",1
"3414","irajharirchi",1
"3415","iranians",1
"3416","irans",1
"3417","iranvsusa",1
"3418","iratherbeinparis",1
"3419","irl",1
"3420","irony",1
"3421","irrationality",1
"3422","irrelevant",1
"3423","isaidwhat",1
"3424","isaidwhatisaid",1
"3425","islamabads",1
"3426","islamicrepublic",1
"3427","isolatechinaincomingpassengersnow",1
"3428","israelinvented",1
"3429","israels",1
"3430","istandwithasianaustralians",1
"3431","istandwithtuckercarlson",1
"3432","isupportyou",1
"3433","isurvived",1
"3434","italians",1
"3435","itdidstartinchina",1
"3436","itelsaysstaysafe",1
"3437","ithoughtitwasanasianvirus",1
"3438","itiswritten",1
"3439","itmfaa",1
"3440","itsnotracist",1
"3441","itstimetobringthisdogtoheel",1
"3442","itunes",1
"3443","iwantfreedomofspeech",1
"3444","iwantmymoneyback",1
"3445","iwfp",1
"3446","iwhc",1
"3447","jakelanzinger",1
"3448","jakpost",1
"3449","jal",1
"3450","jamaica",1
"3451","jan27th",1
"3452","jan28th",1
"3453","jcdl2020",1
"3454","jeezy",1
"3455","jeffbezospersonalpropagandamachine",1
"3456","jeffreyepsteindidnotkillhimself",1
"3457","jenniferzengsvlog",1
"3458","jeremiahbabe",1
"3459","jerryfalwelljr",1
"3460","jesussaves",1
"3461","jet",1
"3462","jewish",1
"3463","jfkjr",1
"3464","jholow",1
"3465","jhumatsci",1
"3466","jiayou",1
"3467","jimandsam",1
"3468","jinping",1
"3469","jlabnews",1
"3470","jo304",1
"3471","jobs",1
"3472","jobsreport",1
"3473","joebiden2020",1
"3474","joechina",1
"3475","joethehoe",1
"3476","joewinko",1
"3477","johnhopkins",1
"3478","johns",1
"3479","joinwcso",1
"3480","jonathanfenby",1
"3481","jordansviewexpress",1
"3482","joshmargolin",1
"3483","journalismisdead",1
"3484","jourstylelits20",1
"3485","joyits",1
"3486","jpmorgan",1
"3487","js2020",1
"3488","jts🌎❤️",1
"3489","jtscuckooclockupdates",1
"3490","judicialwatch",1
"3491","june",1
"3492","june15th",1
"3493","june1967",1
"3494","june6th",1
"3495","juneteenth2020",1
"3496","jungkook",1
"3497","jussayin",1
"3498","justathought",1
"3499","justdoit",1
"3500","justice4all",1
"3501","justinformedtalk",1
"3502","justinjournos",1
"3503","justintrudeau",1
"3504","justintrudeaus",1
"3505","justkidding",1
"3506","justmythoughts",1
"3507","justnow",1
"3508","justtheflu",1
"3509","justtohurtthetrumpreelection",1
"3510","k4371",1
"3511","kag2020landslidevictory",1
"3512","kaga",1
"3513","kahnchronicle",1
"3514","kaletra",1
"3515","kalitta",1
"3516","kanikakapoor",1
"3517","kansas",1
"3518","karenoftheyear",1
"3519","kashmir",1
"3520","kashmirsolidrityday",1
"3521","keepamericagreat",1
"3522","keepamericasafeagain2020",1
"3523","keepgodinamericakeepyoursoul",1
"3524","keepitreal",1
"3525","kellyazsenator",1
"3526","kellyemedia",1
"3527","kennedy",1
"3528","kennedyfbn",1
"3529","kens5eyewitness",1
"3530","kentucky",1
"3531","kenyanflash",1
"3532","keqiang",1
"3533","kfc",1
"3534","kgtv",1
"3535","khaama",1
"3536","khazarianmafia",1
"3537","kidsofwuhan",1
"3538","killerchinese",1
"3539","killercuomo",1
"3540","kimjongun",1
"3541","kimjongundead",1
"3542","kimjungun",1
"3543","kindle",1
"3544","kindness",1
"3545","kindnessmatters",1
"3546","king",1
"3547","kingcon",1
"3548","kingflu",1
"3549","kinggavinoftyphus",1
"3550","kitchensink",1
"3551","klan",1
"3552","knowledgeispower",1
"3553","knowyourleaders",1
"3554","koberip",1
"3555","kodwaqhubekani",1
"3556","koreanajones",1
"3557","korenajones",1
"3558","koronavirus",1
"3559","kosher",1
"3560","kpix",1
"3561","kpmg",1
"3562","kqed",1
"3563","krazychucks",1
"3564","krogerhealth",1
"3565","ktva",1
"3566","kun",1
"3567","kungfupandemic",1
"3568","kungheifatchoi",1
"3569","kurginyan",1
"3570","kushclicks",1
"3571","kwch12",1
"3572","labelexpo",1
"3573","labor",1
"3574","lackofleadership",1
"3575","laidoff",1
"3576","lamarslegacy",1
"3577","lanacondor",1
"3578","lancet",1
"3579","lancetgate",1
"3580","landmines",1
"3581","larrykudlow",1
"3582","lasikboss",1
"3583","lastrt",1
"3584","lastww",1
"3585","latestrumour",1
"3586","latinogang",1
"3587","laughteristhebestmedicine",1
"3588","laurakaneubs",1
"3589","lauriegarrett",1
"3590","laveitso",1
"3591","lawandorder",1
"3592","lawjobs",1
"3593","lawrence",1
"3594","lds",1
"3595","leaders",1
"3596","learning",1
"3597","lebanese",1
"3598","lebanon",1
"3599","leftist",1
"3600","leftistmedia",1
"3601","leftistsareidiots",1
"3602","leftwingers",1
"3603","legalimmigration",1
"3604","lelandyee",1
"3605","lenders",1
"3606","lessons",1
"3607","letitrain",1
"3608","letsgetafterit",1
"3609","letsspreadthisdamnvirusinamerica",1
"3610","letthechinavirusin",1
"3611","level4",1
"3612","lfc",1
"3613","lg",1
"3614","lgbt",1
"3615","lgbtq",1
"3616","lgbtquarantine",1
"3617","liar45",1
"3618","liarsalwayslie",1
"3619","liberalbias",1
"3620","liberalismisamentaldisease",1
"3621","libertarian",1
"3622","libraries",1
"3623","libya",1
"3624","lie",1
"3625","lieber1000talents",1
"3626","lieberals",1
"3627","liescankill",1
"3628","lieswithoutaccountability",1
"3629","life",1
"3630","lifeatchildrens",1
"3631","lifecomesatyouprettyfast",1
"3632","lifeinwuhan",1
"3633","lifesciences",1
"3634","lightsforlife",1
"3635","lightweight",1
"3636","likeforlike",1
"3637","likeqiang",1
"3638","lingard",1
"3639","linkedinlive",1
"3640","linseydavis",1
"3641","lionemerda",1
"3642","litigation",1
"3643","littlesatan",1
"3644","liu",1
"3645","liuzhimingdead",1
"3646","livedesk",1
"3647","livenow",1
"3648","livepdwanted",1
"3649","liveupdates",1
"3650","liwenliang34",1
"3651","lizehua",1
